Name,Min_OS,Recom_OS,Min_Direct_X,Min_HDD_Space,Recom_CPU_Max_Temp,Recom_HDD_Space,Min_CPU_Lithography,Min_CPU_Physical_Cores,Recom_CPU_CPU_Speed,Recom_CPU_Lithography,Recom_CPU_Max_Temp,Min_GPU_Memory,Min_GPU_Memory_Speed,Min_GPU_Direct_X,Min_GPU_Pixel_Rate,Min_GPU_Texture_Rate,Min_GPU_Memory_Bandwidth
Hyper Void,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Playground VR,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,1 GB,36.5,2 GB,27.0,6.0,3.65,27.0,36.5,4096.0,1751.5,12.0,53.5,152.5,224.2
Haunt : The Real Slender Game,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,36.0,0MB,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Valgrave: Immortal Plains,Windows 7 32-bit,Windows 10 64-bit,DirectX 11,2 GB,70.0,2 GB,55.0,2.0,2.85,38.5,70.0,2048.0,1351.0,11.1,26.5,69.0,148.89999999999998
Fifa Manager 12,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,8 GB,0.0,8 GB,130.0,1.0,2.2,130.0,0.0,128.0,372.5,9.0,0.0,0.0,9.75
The Sims 4: Spa Day,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,1 GB,36.5,1 GB,65.0,2.0,3.5,32.0,36.5,256.0,262.5,9.0,0.0,0.0,4.2
Shogun 2: Total War,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,20 GB,37.0,20 GB,130.0,1.0,3.165,45.0,37.0,256.0,325.0,9.5,2.0,2.0,8.4
Wander,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,36.0,2 GB,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Donald Duck: Goin Quackers,Windows 98,Windows 98,DirectX 8,0MB,0.0,0MB,180.0,1.0,1.15,180.0,0.0,64.0,266.0,7.0,0.0,0.0,2.8
Death Stranding 2,Windows 10 64-bit,Windows 10 64-bit,DirectX 12,80 GB,52.5,80 GB,18.0,4.0,3.3,18.0,52.5,4096.0,1876.0,12.05,46.5,126.0,176.05
Zombie Army 4: Dead War,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,50 GB,52.5,50 GB,23.0,4.0,3.75,27.0,52.5,2048.0,1250.0,11.6,20.0,48.0,64.0
Team Fortress 2: Holiday Pack,Windows XP 32-bit,Windows 7 32-bit,DirectX 8,5 GB,35.0,5 GB,135.0,1.0,2.8,130.0,35.0,192.0,300.0,9.0,0.0,0.0,4.800000000000001
Pro Cycling Manager 2014,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,3 GB,72.0,3 GB,65.0,2.0,3.115,45.0,72.0,128.0,721.5,10.5,4.0,14.0,23.1
Solar Ash Kingdom,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,15 GB,69.5,15 GB,33.5,2.5,2.9,38.5,69.5,2048.0,1012.5,12.0,11.5,24.5,50.4
Guns and Robots,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,36.0,1 GB,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Signal Decay,Windows 7 32-bit,Windows 10 64-bit,DirectX 9,1 GB,30.5,1 GB,155.0,1.0,2.8,55.0,30.5,768.0,950.0,11.05,5.0,11.0,39.2
Rival Stars Horse Racing: Desktop Edition,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,3 GB,36.5,3 GB,32.0,5.0,3.15,32.0,36.5,768.0,899.0,11.05,3.0,6.0,21.6
The Missing Few,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,5 GB,0.0,5 GB,18.0,4.0,3.6,13.0,0.0,4096.0,1751.5,12.0,53.0,141.0,224.2
Pirates of Black Cove: Origins,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,4 GB,0.0,2 GB,65.0,1.0,2.15,65.0,0.0,384.0,550.0,9.5,2.0,4.5,17.6
F1 2012,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,13 GB,67.0,13 GB,65.0,2.0,3.05,48.5,67.0,1024.0,800.0,11.05,13.5,28.5,68.8
Strider 2014,Windows Vista 32-bit,Windows 7 64-bit,DirectX 11,3.7 GB,71.0,4 GB,65.0,2.0,2.5,55.0,71.0,1536.0,950.0,11.5,10.0,20.5,46.4
Truffle Saga,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,0MB,37.0,0MB,65.0,2.0,3.23,45.0,37.0,128.0,255.0,10.05,4.0,14.0,8.15
Unturned,Windows XP 32-bit,Windows XP 32-bit,DirectX 8,1 GB,0.0,1 GB,180.0,1.0,2.4585,110.0,0.0,64.0,300.0,8.5,1.0,1.0,3.2
Friday the 13th: Killer Puzzle - Episode 5: Last Resort,Windows 7 32-bit,Windows 10 64-bit,DirectX 9,0MB,30.5,0MB,155.0,1.0,2.7,55.0,30.5,384.0,600.0,10.0,2.0,3.0,9.6
Karnage Chronicles,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,3 GB,0.0,3 GB,27.0,6.0,3.3,14.0,0.0,4096.0,1751.5,12.0,53.5,152.5,224.2
Siege of Turtle Enclave,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
I Am Alive,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,8.5 GB,35.0,8.5 GB,77.5,2.0,2.215,65.0,35.0,768.0,750.0,10.5,6.5,9.5,28.8
Paranoid,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,20 GB,0.0,20 GB,38.5,3.0,3.0,14.0,0.0,2560.0,1376.0,11.1,27.5,93.5,192.1
Iris and the Giant,Windows 7 32-bit,Windows 10 64-bit,DirectX 10,0MB,70.0,0MB,55.0,2.0,2.85,38.5,70.0,512.0,850.0,11.1,3.0,6.5,20.0
Stellaris: Federations,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,4 GB,34.5,4 GB,45.0,4.0,3.2,38.5,34.5,1024.0,1101.0,11.0,19.5,39.0,102.55
Homesick,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,32.5,2 GB,65.0,2.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Skyborn,Windows XP 32-bit,0,DirectX 8,0MB,0.0,0MB,90.0,1.0,1.5,65.0,0.0,64.0,100.0,9.0,0.0,0.0,1.6
Far Cry: Primal,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,20 GB,36.5,20 GB,38.5,3.0,3.7,32.0,36.5,1024.0,1050.0,11.5,18.0,36.0,96.0
XMoto,Windows 2000,Windows XP 32-bit,DirectX 8,0MB,36.0,0MB,155.0,1.0,2.33,90.0,36.0,32.0,83.0,8.0,0.0,0.0,1.35
American Truck Simulator - New Mexico,Windows 7 32-bit,Windows 8 64-bit,DirectX 9,3 GB,66.5,3 GB,77.5,2.0,3.2,45.0,66.5,1536.0,1051.0,11.0,13.5,29.5,67.25
Warlocks Citadel,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Noch,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,8 GB,36.5,8 GB,27.0,6.0,3.25,27.0,36.5,7168.0,2001.0,12.05,61.5,159.5,224.1
Sims 3: Monte Vista,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,66.5,3 GB,155.0,1.0,2.05,65.0,66.5,128.0,137.5,9.0,0.0,0.0,4.4
Maneater,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,4 GB,36.5,4 GB,32.0,5.0,3.75,27.0,36.5,1152.0,943.5,11.0,26.5,42.0,134.15
Codename CURE,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,4 GB,72.5,4 GB,90.0,1.0,2.4,77.5,72.5,64.0,200.0,9.0,0.0,0.0,3.2
Dangerous Driving 2,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,12 GB,36.5,12 GB,32.0,5.0,4.1,16.0,36.5,4096.0,1501.5,11.6,63.5,137.5,272.2
F1 2019,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,80 GB,0.0,80 GB,32.0,3.0,3.6,13.0,0.0,1536.0,1008.0,11.05,13.5,27.5,50.25
Fugl,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,15 GB,0.0,25 GB,45.0,4.0,3.3,14.0,0.0,1536.0,1437.5,11.6,17.0,42.5,92.0
Temtem,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,5 GB,50.0,5 GB,38.5,2.0,3.6,23.0,50.0,1024.0,950.0,11.05,10.0,23.0,46.4
Dark Matter,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,72.0,2 GB,77.5,2.0,3.0,38.5,72.0,320.0,550.0,9.5,1.0,2.5,6.8
Dagon,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,3 GB,35.5,3 GB,23.0,4.0,2.95,14.0,35.5,2048.0,1451.0,11.55,28.0,72.5,161.7
Sudeki,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,5.6 GB,66.5,5.6 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Fallout 4 - Nuka World,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,30 GB,36.5,30 GB,38.5,4.0,4.15,11.0,36.5,1536.0,1112.5,11.05,27.0,54.5,126.0
Omegalodon,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,0.0,0MB,90.0,1.0,2.6100000000000003,130.0,0.0,96.0,225.0,8.55,0.0,0.0,3.6
Regalia: Of Men and Monarchs,Windows 7 64-bit,Windows 7 64-bit,,5 GB,34.5,5 GB,55.0,2.0,3.2,32.0,34.5,384.0,865.0,10.05,10.5,16.0,55.35
Mass Effect 3: Earth,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,61.0,1 GB,65.0,2.0,2.75,65.0,61.0,512.0,395.0,10.55,1.0,2.5,6.3
Bullshot,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,1.5 GB,32.5,1.5 GB,65.0,2.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Saints Row IV: How The Saints Save Christmas,Windows Vista 32-bit,Windows Vista 64-bit,DirectX 10,10 GB,66.0,10 GB,45.0,2.0,2.5,55.0,66.0,1024.0,950.0,11.0,3.5,10.0,46.4
Kena: Bridge of Spirits,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,25 GB,0.0,25 GB,27.0,4.0,3.5,14.0,0.0,1024.0,1187.5,11.1,15.0,30.0,76.0
Warhammer: End Times - Vermintide Karak Azgaraz,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,20 GB,36.5,30 GB,45.0,4.0,4.15,11.0,36.5,1024.0,1050.0,11.5,18.0,36.0,96.0
Yakuza Zero,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,33.5,40 GB,27.0,5.0,3.25,18.0,33.5,1536.0,1313.0,11.5,21.5,47.5,116.05
Exoplanet: First Contact,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,66.5,3 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Stormdivers,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,2048.0,1487.5,11.6,17.5,53.5,95.2
Two Point Hospital: Off The Grid,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,6 GB,50.0,6 GB,23.0,3.0,3.45,14.0,50.0,2048.0,1375.0,12.0,21.5,57.5,16.0
Hyperspace Pinball,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
DCL - The Game,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,12 GB,36.5,12 GB,32.0,3.0,3.35,18.0,36.5,1024.0,1225.0,11.05,15.5,34.0,78.4
Courage,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Not For Broadcast,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,11 GB,35.5,11 GB,23.0,6.0,2.95,23.0,35.5,1024.0,1375.0,11.15,16.5,45.5,88.0
Kathy Rain,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,66.5,1 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Cabelas Big Game Hunter: 2004 Season,Windows 98,0,DirectX 8,0MB,0.0,0,180.0,1.0,1.1,180.0,0.0,48.0,266.0,7.0,0.0,0.0,2.1
Journey of Greed,Windows XP 32-bit,Windows 10 64-bit,DirectX 10,1 GB,69.5,1 GB,55.0,2.0,3.35,32.0,69.5,512.0,650.0,10.05,6.5,25.0,28.0
Crysis 2 Remastered,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,20 GB,47.5,20 GB,18.0,4.0,3.7,10.5,47.5,4096.0,1701.0,12.05,42.0,110.5,161.64999999999998
Impostor Factory,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Desperados 3,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,20 GB,36.5,20 GB,27.0,3.0,3.75,27.0,36.5,1664.0,1100.0,11.0,27.5,57.0,156.0
Star Wars: Battlefront - Death Star,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,40 GB,50.0,40 GB,23.0,3.0,3.7,23.0,50.0,2048.0,1351.0,11.1,26.5,69.0,148.89999999999998
Rocket Knight,Windows XP 32-bit,Windows Vista 32-bit,DirectX 9,0MB,0.0,0MB,155.0,1.0,2.58,110.0,0.0,192.0,410.0,9.0,0.0,0.0,20.65
Silkroad-R Online,Windows 2000,Windows 2000,DirectX 9,4 GB,0.0,4 GB,90.0,1.0,2.3665000000000003,130.0,0.0,48.0,350.0,7.55,0.0,0.0,5.6
Degrees of Separation,Windows 7 32-bit,Windows 10 64-bit,DirectX 11,3 GB,35.0,3 GB,65.0,2.0,2.665,38.5,35.0,768.0,450.0,10.6,3.0,6.5,7.2
Transformers: The Fall of Cybertron,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,8.4 GB,35.0,8.4 GB,65.0,2.5,2.215,65.0,35.0,416.0,892.5,10.05,10.0,18.5,63.5
Agarest: Generations of War 2,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Polyhegrams,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Time Squared,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,35 GB,67.0,35 GB,55.0,2.0,3.2,32.0,67.0,1024.0,1026.0,11.0,12.0,25.0,65.65
Rock of Ages 3: Make & Break,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,3 GB,36.0,3 GB,32.0,4.0,3.95,27.0,36.0,2048.0,1626.0,11.55,25.0,88.5,96.15
Alarm for Cobra 11-Crash Time,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,66.5,2 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Ultimate ADOM - Caverns of Chaos,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,0MB,70.0,0MB,55.0,2.0,2.85,38.5,70.0,768.0,899.0,11.05,3.0,6.0,21.6
The Gunk,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,15 GB,69.5,15 GB,33.5,2.5,2.9,38.5,69.5,2048.0,1012.5,12.0,11.5,24.5,50.4
Gene Rain: Wind Tower - Sky City's Rebirth,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,12 GB,0.0,20 GB,27.0,6.0,3.0,14.0,0.0,2048.0,1275.0,11.15,24.5,61.5,120.0
The Binding of Isaac,Windows Vista 32-bit,Windows XP 32-bit,DirectX 9,0MB,0.0,0MB,180.0,1.0,2.1815,130.0,0.0,160.0,316.0,8.0,0.0,0.0,2.5
Rebel Cops,Windows 7 64-bit,Windows 10 64-bit,DirectX 10,2 GB,30.5,2 GB,55.0,2.0,2.8,55.0,30.5,2048.0,900.0,11.6,6.5,15.0,21.6
Caesar IV,Windows 2000,0,DirectX 9,2 GB,32.5,2 GB,180.0,1.0,2.4,90.0,32.5,128.0,235.0,9.0,0.0,0.0,3.75
The Seed,Windows XP 32-bit,0,DirectX 9,3 GB,66.5,3 GB,130.0,1.0,2.165,77.5,66.5,128.0,375.0,9.0,1.0,1.0,8.8
FIFA 18,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,50 GB,86.0,50 GB,38.5,3.0,3.6,21.0,86.0,1536.0,1075.0,12.0,19.0,47.0,97.6
Wayward Manor,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,37.0,2 GB,65.0,2.0,3.23,45.0,37.0,128.0,255.0,10.05,4.0,14.0,8.15
Salt and Sacrifice,Windows Vista 32-bit,Windows 8 32-bit,DirectX 10,2 GB,36.5,2 GB,45.0,2.5,2.65,65.0,36.5,768.0,1046.5,10.05,11.0,36.0,67.0
Spate,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,70.5,2 GB,77.5,2.0,2.5,45.0,70.5,384.0,400.0,9.0,0.0,0.0,12.8
Xotic,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3.5 GB,66.0,4 GB,65.0,2.0,2.5,65.0,66.0,256.0,750.0,9.0,0.0,0.0,48.0
Captain Morgane and the Golden Turtle,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,0.0,3 GB,180.0,1.0,1.665,155.0,0.0,128.0,166.5,9.0,0.0,0.0,2.65
Victory and Glory: Napoleon,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,155.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
ReCore,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,50 GB,36.5,50 GB,27.0,6.0,3.8,27.0,36.5,2048.0,1451.0,11.55,28.0,72.5,161.7
Civilization V: Gods And Kings,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,1 GB,35.0,1 GB,65.0,2.0,2.215,65.0,35.0,256.0,600.0,9.5,1.5,3.0,27.2
Sims 3: World Adventures,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3.5 GB,66.5,3.5 GB,155.0,1.0,2.05,65.0,66.5,192.0,137.5,9.0,0.0,0.0,4.4
Grow Up,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,1 GB,67.5,1 GB,45.0,2.0,3.3,38.5,67.5,1024.0,925.0,11.0,13.5,26.0,86.4
Total War: Rome II,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,35 GB,66.0,35 GB,65.0,2.0,2.95,38.5,66.0,384.0,750.0,10.05,3.0,7.0,17.6
War of Rights,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,15 GB,69.5,15 GB,33.5,2.5,2.9,38.5,69.5,1536.0,1075.0,11.15,6.0,14.5,34.4
Zero Escape: The Nonary Games,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,5 GB,33.5,6 GB,45.0,2.5,3.25,27.0,33.5,1024.0,975.0,10.6,5.5,16.0,31.2
Fallback,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,4 GB,36.5,4 GB,32.0,3.0,3.95,27.0,36.5,2560.0,1501.5,11.6,34.0,89.5,176.1
Need for Speed: Undercover,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,6 GB,36.0,6 GB,110.0,1.0,2.65,65.0,36.0,192.0,337.5,9.0,0.0,0.0,9.2
Mechwarrior Online,Windows Vista 32-bit,Windows 7 64-bit,DirectX 9,4 GB,36.5,4 GB,55.0,2.0,3.25,38.5,36.5,768.0,750.0,10.5,6.5,9.5,35.2
Magicka: Horror Props DLC,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,36.0,0MB,110.0,1.0,1.75,65.0,36.0,512.0,650.0,10.5,3.5,6.5,20.8
Infinite Crisis,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,71.5,2 GB,38.5,2.5,2.8,38.5,71.5,768.0,900.0,11.0,4.0,13.5,57.6
Uppers,Windows 8 32-bit,Windows 10 64-bit,DirectX 11,2 GB,70.0,2 GB,55.0,4.0,2.85,38.5,70.0,1024.0,1112.5,11.0,18.0,31.5,87.6
Iron Danger,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,5 GB,52.5,5 GB,38.5,4.0,3.7,27.0,52.5,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
Hyper Light Drifter,Windows Vista 32-bit,Windows XP 32-bit,DirectX 9,0MB,0.0,0MB,180.0,1.0,2.1815,130.0,0.0,160.0,316.0,8.0,0.0,0.0,2.5
Metro: Last Light Redux,Windows XP 32-bit,Windows 7 64-bit,DirectX 10,10 GB,36.0,10 GB,65.0,2.0,3.2,45.0,36.0,512.0,1013.0,10.05,11.0,23.0,64.85
TheBluVR,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,4 GB,67.0,4 GB,27.0,6.0,3.5,22.0,67.0,6144.0,1626.5,12.0,72.5,170.5,304.2
Assassins Creed: Origins,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,50 GB,52.5,50 GB,32.0,5.0,3.7,27.0,52.5,2048.0,1451.0,11.15,27.5,78.5,161.7
Fifa Manager 14,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,7 GB,66.5,7 GB,180.0,1.0,2.1,77.5,66.5,256.0,615.0,9.0,4.5,4.5,27.7
Evergate,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,0MB,70.5,0MB,65.0,2.0,2.4,55.0,70.5,1024.0,925.0,10.55,4.5,17.0,59.2
The Rat Project,Windows XP 32-bit,Windows 10 64-bit,DirectX 10,1 GB,70.5,1 GB,55.0,2.0,2.4,55.0,70.5,1024.0,800.0,10.6,5.5,16.0,18.4
Werewolf: The Apocalypse,Windows 10 64-bit,Windows 10 64-bit,,20 GB,0.0,20 GB,27.0,6.0,3.5,10.5,0.0,1024.0,1375.0,11.1,16.5,45.0,88.0
Doom & Destiny Advanced,Windows 7 32-bit,Windows 7 32-bit,DirectX 10,0,32.5,0,65.0,2.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Mecha Ace,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Tropico 4,Windows XP 32-bit,Windows Vista 32-bit,DirectX 9,5 GB,0.0,5 GB,77.5,2.0,2.565,55.0,0.0,384.0,337.5,9.0,0.0,0.0,8.600000000000001
Interwebz TROLL Simulator,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Max Payne 3: Deathmatch Made in Heaven,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,35 GB,34.5,35 GB,65.0,2.0,3.3,32.0,34.5,384.0,250.0,10.0,3.0,5.0,8.0
Final Fantasy XIV: Stormblood,Windows 7 32-bit,Windows 10 64-bit,DirectX 9,60 GB,34.5,60 GB,32.0,5.0,3.05,32.0,34.5,1536.0,1437.5,11.6,17.5,48.5,92.0
Storm The Game,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,36.0,2 GB,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Tropico 5 - Supervillain,Windows Vista 32-bit,Windows 7 64-bit,DirectX 11,4 GB,71.0,4 GB,65.0,2.0,2.35,38.5,71.0,1024.0,850.0,11.05,1.5,1.5,27.200000000000003
Ninja Gaiden Sigma,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,15 GB,69.5,15 GB,33.5,2.5,2.9,38.5,69.5,2048.0,1012.5,12.0,11.5,24.5,50.4
Hearts of Iron IV: Together For Victory,Windows 7 64-bit,Windows Vista 32-bit,DirectX 9,2 GB,67.5,2 GB,45.0,4.0,2.93,45.0,67.5,1152.0,918.5,11.0,23.5,43.0,130.95
Tell Me Why,Windows 10 64-bit,Windows 10 64-bit,DirectX 12,25 GB,36.5,25 GB,18.0,4.0,3.5,18.0,36.5,512.0,1475.0,11.55,45.5,86.5,248.0
From Dust,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,4 GB,65.0,4 GB,65.0,2.0,2.83,45.0,65.0,384.0,865.0,10.05,10.5,22.5,55.35
Rocket League,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,2 GB,71.0,2 GB,65.0,2.0,2.25,48.5,71.0,320.0,800.0,10.0,7.0,16.5,44.8
War Thunder,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,8 GB,66.0,8 GB,130.0,1.0,2.45,65.0,66.0,256.0,830.0,9.0,3.5,5.5,53.1
DwarfHeim,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,10 GB,36.5,30 GB,65.0,2.0,3.45,32.0,36.5,704.0,949.5,10.05,14.0,33.5,113.55
Kingdoms of Amalur: The Legend of Dead Kel,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,71.0,1 GB,65.0,2.0,2.5,55.0,71.0,192.0,400.0,10.05,3.5,13.0,19.2
Bee Simulator,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,10 GB,50.0,10 GB,32.0,6.0,3.4000000000000004,14.0,50.0,2048.0,1476.0,11.55,33.5,109.5,188.95
Dead Space Remake,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,7168.0,2001.0,12.05,62.5,165.0,224.1
Deponia,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,5 GB,36.0,5 GB,130.0,1.0,2.7,77.5,36.0,512.0,595.0,10.55,3.5,6.5,9.5
Train Simulator 2012: GWR King Add-On,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,36.0,0MB,130.0,1.0,1.85,65.0,36.0,256.0,400.0,10.5,3.5,4.5,9.6
Matador,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Shadow Brawlers,Windows 7 32-bit,Windows 10 64-bit,DirectX 10,1 GB,65.5,1 GB,155.0,1.0,2.2,55.0,65.5,512.0,1013.0,10.05,11.0,23.0,64.85
Age of Conan: Hyborian Adventures,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,27 GB,36.0,27 GB,77.5,2.0,2.865,45.0,36.0,256.0,840.0,9.5,2.0,4.5,42.55
Command & Conquer: Red Alert 3 - Uprising,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,10 GB,72.5,10 GB,130.0,1.0,2.25,65.0,72.5,256.0,625.0,9.0,0.0,0.0,34.4
SPACERIFT: Arcanum System,Windows XP 32-bit,Windows 10 64-bit,DirectX 11,5 GB,50.0,5 GB,45.0,2.0,3.1,14.0,50.0,768.0,1112.5,11.0,18.0,31.5,87.6
